No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,Air Quality,cbwd_new
48587,2015,7,18,10,2,23.0,78.82,1004.0,27.0,150.0,0.0,0.0,1,2
48588,2015,7,18,11,2,24.0,78.97,1005.0,28.0,156.0,0.0,0.0,1,2
48595,2015,7,18,18,2,23.0,78.82,1004.0,27.0,5.0,0.0,0.0,1,1
48596,2015,7,18,19,2,23.0,78.82,1005.0,27.0,5.0,0.0,0.0,1,2
48597,2015,7,18,20,2,23.0,83.6,1005.0,26.0,11.0,0.0,0.0,1,2
48598,2015,7,18,21,2,22.0,78.68,1006.0,26.0,17.0,0.0,0.0,1,2
48599,2015,7,18,22,2,22.0,78.68,1006.0,26.0,22.0,0.0,0.0,1,2
48600,2015,7,18,23,2,22.0,83.48,1006.0,25.0,27.0,0.0,0.0,1,2
48601,2015,7,19,0,2,22.0,83.48,1006.0,25.0,31.0,0.0,0.0,1,2
48602,2015,7,19,1,2,22.0,83.48,1005.0,25.0,35.0,0.0,0.0,1,2
48603,2015,7,19,2,2,22.0,83.48,1005.0,25.0,39.0,0.0,0.0,1,2
48604,2015,7,19,3,2,22.0,83.48,1005.0,25.0,43.0,0.0,0.0,1,2
48605,2015,7,19,4,2,22.0,83.48,1005.0,25.0,5.0,0.0,0.0,1,1
48606,2015,7,19,5,2,22.0,88.62,1005.0,24.0,4.0,0.0,0.0,1,2
48607,2015,7,19,6,2,22.0,83.48,1005.0,25.0,4.0,0.0,0.0,1,1
48608,2015,7,19,7,2,22.0,78.68,1006.0,26.0,8.0,0.0,0.0,1,1
48609,2015,7,19,8,2,22.0,74.19,1006.0,27.0,12.0,0.0,0.0,1,1
48610,2015,7,19,9,2,23.0,70.17,1006.0,29.0,3.0,0.0,0.0,1,2
48611,2015,7,19,10,2,23.0,66.25,1006.0,30.0,3.0,0.0,0.0,1,1
48612,2015,7,19,11,2,21.0,55.4,1006.0,31.0,6.0,0.0,0.0,1,1
48613,2015,7,19,12,2,22.0,55.65,1006.0,32.0,4.0,0.0,0.0,1,2
48614,2015,7,19,13,2,24.0,62.79,1005.0,32.0,9.0,0.0,0.0,1,2
48615,2015,7,19,14,2,24.0,62.79,1005.0,32.0,6.0,0.0,0.0,1,1
48616,2015,7,19,15,2,24.0,66.45,1005.0,31.0,11.0,0.0,0.0,1,1
48617,2015,7,19,16,2,24.0,70.36,1005.0,30.0,18.0,0.0,0.0,1,1
48618,2015,7,19,17,2,24.0,70.36,1005.0,30.0,23.0,0.0,0.0,1,1
48619,2015,7,19,18,2,24.0,78.97,1005.0,28.0,28.0,0.0,0.0,1,1
48620,2015,7,19,19,2,24.0,78.97,1006.0,28.0,32.0,0.0,0.0,1,1
48621,2015,7,19,20,2,24.0,78.97,1006.0,28.0,36.0,0.0,0.0,1,1
48622,2015,7,19,21,2,24.0,83.71,1007.0,27.0,41.0,0.0,0.0,1,1
48623,2015,7,19,22,2,24.0,83.71,1007.0,27.0,45.0,0.0,0.0,1,1
48624,2015,7,19,23,2,24.0,83.71,1006.0,27.0,49.0,0.0,0.0,1,1
48625,2015,7,20,0,2,24.0,83.71,1006.0,27.0,4.0,0.0,0.0,1,2
48628,2015,7,20,3,2,24.0,88.78,1006.0,26.0,14.0,0.0,0.0,1,2
48629,2015,7,20,4,2,24.0,88.78,1006.0,26.0,16.0,0.0,0.0,1,2
48630,2015,7,20,5,2,24.0,88.78,1006.0,26.0,3.0,0.0,0.0,1,1
48631,2015,7,20,6,2,24.0,88.78,1006.0,26.0,6.0,0.0,0.0,1,1
48632,2015,7,20,7,2,24.0,83.71,1006.0,27.0,2.0,0.0,0.0,1,2
48633,2015,7,20,8,2,24.0,78.97,1006.0,28.0,5.0,0.0,0.0,1,2
48634,2015,7,20,9,2,24.0,74.52,1006.0,29.0,7.0,0.0,0.0,1,2
48635,2015,7,20,10,2,23.0,70.17,1006.0,29.0,9.0,0.0,0.0,1,2
48636,2015,7,20,11,2,24.0,70.36,1006.0,30.0,3.0,0.0,0.0,1,1
48637,2015,7,20,12,2,23.0,62.57,1006.0,31.0,3.0,0.0,0.0,1,2
48638,2015,7,20,13,2,23.0,62.57,1006.0,31.0,3.0,0.0,0.0,1,1
48639,2015,7,20,14,2,23.0,62.57,1006.0,31.0,8.0,0.0,0.0,1,1
48640,2015,7,20,15,2,23.0,59.13,1005.0,32.0,11.0,0.0,0.0,1,1
48641,2015,7,20,16,2,23.0,62.57,1005.0,31.0,4.0,0.0,0.0,1,2
48642,2015,7,20,17,2,23.0,62.57,1005.0,31.0,5.0,0.0,0.0,1,1
48643,2015,7,20,18,2,22.0,62.35,1005.0,30.0,10.0,0.0,0.0,1,1
48644,2015,7,20,19,2,22.0,66.04,1005.0,29.0,6.0,0.0,0.0,1,2
48645,2015,7,20,20,2,23.0,78.82,1006.0,27.0,5.0,0.0,0.0,1,1
48646,2015,7,20,21,2,23.0,78.82,1006.0,27.0,9.0,0.0,0.0,1,1
48647,2015,7,20,22,2,23.0,78.82,1006.0,27.0,12.0,0.0,0.0,1,1
48648,2015,7,20,23,2,23.0,83.6,1006.0,26.0,16.0,0.0,0.0,1,1
48649,2015,7,21,0,2,23.0,83.6,1005.0,26.0,18.0,0.0,0.0,1,1
48650,2015,7,21,1,2,24.0,88.78,1005.0,26.0,20.0,0.0,0.0,1,1
48651,2015,7,21,2,2,24.0,88.78,1005.0,26.0,23.0,0.0,0.0,1,1
48652,2015,7,21,3,2,24.0,88.78,1005.0,26.0,25.0,0.0,0.0,2,1
48654,2015,7,21,5,2,24.0,88.78,1005.0,26.0,28.0,0.0,0.0,1,1
48655,2015,7,21,6,2,24.0,88.78,1006.0,26.0,30.0,0.0,0.0,2,1
48656,2015,7,21,7,2,24.0,83.71,1006.0,27.0,32.0,0.0,0.0,2,1
48657,2015,7,21,8,2,24.0,78.97,1006.0,28.0,34.0,0.0,0.0,2,1
48658,2015,7,21,9,2,24.0,70.36,1006.0,30.0,37.0,0.0,0.0,2,1
48660,2015,7,21,11,2,23.0,70.17,1006.0,29.0,43.0,0.0,0.0,1,1
48661,2015,7,21,12,2,23.0,70.17,1005.0,29.0,45.0,0.0,0.0,2,1
48662,2015,7,21,13,2,24.0,66.45,1005.0,31.0,47.0,0.0,0.0,1,1
48663,2015,7,21,14,2,24.0,70.36,1005.0,30.0,50.0,0.0,0.0,1,1
48664,2015,7,21,15,2,24.0,74.52,1004.0,29.0,3.0,0.0,0.0,2,2
48665,2015,7,21,16,2,25.0,79.11,1005.0,29.0,7.0,0.0,0.0,2,2
48666,2015,7,21,17,2,25.0,79.11,1004.0,29.0,11.0,0.0,0.0,2,2
48667,2015,7,21,18,2,25.0,79.11,1004.0,29.0,15.0,0.0,0.0,2,2
48668,2015,7,21,19,2,25.0,83.82,1004.0,28.0,19.0,0.0,0.0,2,2
48669,2015,7,21,20,2,25.0,83.82,1004.0,28.0,23.0,0.0,0.0,2,2
48670,2015,7,21,21,2,24.0,83.71,1005.0,27.0,27.0,0.0,0.0,2,2
48671,2015,7,21,22,2,24.0,83.71,1005.0,27.0,30.0,0.0,0.0,2,2
48672,2015,7,21,23,2,25.0,88.86,1005.0,27.0,33.0,0.0,0.0,2,2
48673,2015,7,22,0,2,25.0,88.86,1005.0,27.0,36.0,0.0,0.0,2,2
48674,2015,7,22,1,2,25.0,88.86,1005.0,27.0,39.0,0.0,0.0,1,2
48675,2015,7,22,2,2,25.0,88.86,1004.0,27.0,42.0,0.0,0.0,1,2
48676,2015,7,22,3,2,25.0,88.86,1004.0,27.0,44.0,0.0,0.0,1,2
48678,2015,7,22,5,2,25.0,94.25,1004.0,26.0,49.0,0.0,0.0,1,2
48680,2015,7,22,7,2,25.0,88.86,1004.0,27.0,53.0,0.0,0.0,1,2
48681,2015,7,22,8,2,25.0,88.86,1004.0,27.0,55.0,0.0,0.0,1,2
48682,2015,7,22,9,2,25.0,83.82,1005.0,28.0,3.0,0.0,0.0,1,4
48683,2015,7,22,10,2,26.0,94.29,1004.0,27.0,3.0,0.0,0.0,1,2
48684,2015,7,22,11,2,26.0,94.29,1004.0,27.0,5.0,0.0,0.0,1,2
48685,2015,7,22,12,2,26.0,83.94,1004.0,29.0,6.0,0.0,0.0,1,2
48686,2015,7,22,13,2,25.0,70.54,1003.0,31.0,1.0,0.0,0.0,1,1
48687,2015,7,22,14,2,25.0,66.66,1003.0,32.0,2.0,0.0,0.0,1,5
48688,2015,7,22,15,2,26.0,74.85,1003.0,31.0,2.0,0.0,0.0,1,4
48689,2015,7,22,16,2,26.0,79.25,1002.0,30.0,4.0,9.0,9.0,2,1
48690,2015,7,22,17,2,26.0,94.29,1002.0,27.0,6.0,0.1,9.1,2,1
48691,2015,7,22,18,2,26.0,88.94,1002.0,28.0,10.0,0.0,0.0,2,1
48692,2015,7,22,19,2,26.0,88.94,1003.0,28.0,14.0,0.0,0.0,2,1
48695,2015,7,22,22,2,26.0,88.94,1004.0,28.0,22.0,0.0,0.0,1,1
48696,2015,7,22,23,2,26.0,88.94,1004.0,28.0,4.0,0.0,0.0,1,2
48698,2015,7,23,1,2,25.0,88.86,1004.0,27.0,2.0,0.0,0.0,1,1
48699,2015,7,23,2,2,26.0,94.29,1004.0,27.0,3.0,0.0,0.0,1,2
48700,2015,7,23,3,2,25.0,88.86,1003.0,27.0,6.0,0.0,0.0,1,2
48701,2015,7,23,4,2,25.0,88.86,1003.0,27.0,9.0,0.0,0.0,1,2
48703,2015,7,23,6,2,25.0,88.86,1004.0,27.0,15.0,0.3,0.3,1,2
48705,2015,7,23,8,2,26.0,83.94,1004.0,29.0,4.0,0.0,0.0,1,4
48706,2015,7,23,9,2,26.0,83.94,1004.0,29.0,8.0,0.0,0.0,1,4
48707,2015,7,23,10,2,26.0,74.85,1004.0,31.0,12.0,0.0,0.0,2,4
48708,2015,7,23,11,2,26.0,74.85,1003.0,31.0,14.0,0.0,0.0,1,4
48709,2015,7,23,12,2,26.0,88.94,1003.0,28.0,20.0,20.1,20.1,2,4
48710,2015,7,23,13,2,26.0,83.94,1003.0,29.0,26.0,13.7,33.8,2,4
48711,2015,7,23,14,2,26.0,88.94,1003.0,28.0,5.0,0.0,0.0,2,3
48712,2015,7,23,15,2,26.0,94.29,1003.0,27.0,8.0,1.3,1.3,1,3
48714,2015,7,23,17,2,26.0,88.94,1003.0,28.0,12.0,0.0,0.0,1,3
48716,2015,7,23,19,2,25.0,88.86,1004.0,27.0,4.0,0.0,0.0,2,4
48718,2015,7,23,21,2,26.0,94.29,1004.0,27.0,7.0,0.0,0.0,2,4
48720,2015,7,23,23,2,26.0,94.29,1005.0,27.0,5.0,0.0,0.0,2,2
48725,2015,7,24,4,2,26.0,94.29,1003.0,27.0,7.0,0.0,0.0,1,2
48726,2015,7,24,5,2,25.0,94.25,1003.0,26.0,10.0,0.0,0.0,1,2
48727,2015,7,24,6,2,26.0,94.29,1003.0,27.0,13.0,0.0,0.0,1,2
48728,2015,7,24,7,2,26.0,94.29,1003.0,27.0,17.0,0.0,0.0,1,2
48729,2015,7,24,8,2,26.0,83.94,1003.0,29.0,21.0,0.0,0.0,1,2
48730,2015,7,24,9,2,26.0,74.85,1003.0,31.0,5.0,0.0,0.0,1,4
48731,2015,7,24,10,2,26.0,70.73,1003.0,32.0,9.0,0.0,0.0,1,4
48732,2015,7,24,11,2,25.0,63.01,1003.0,33.0,14.0,0.0,0.0,1,4
48733,2015,7,24,12,2,25.0,59.59,1003.0,34.0,19.0,0.0,0.0,1,4
48734,2015,7,24,13,2,25.0,63.01,1002.0,33.0,25.0,0.0,0.0,2,4
48735,2015,7,24,14,2,25.0,66.66,1002.0,32.0,30.0,0.0,0.0,1,4
48736,2015,7,24,15,2,24.0,62.79,1002.0,32.0,35.0,0.0,0.0,1,4
48737,2015,7,24,16,2,25.0,66.66,1002.0,32.0,39.0,0.0,0.0,1,4
48738,2015,7,24,17,2,25.0,63.01,1002.0,33.0,43.0,0.0,0.0,1,4
48739,2015,7,24,18,2,25.0,66.66,1002.0,32.0,47.0,0.0,0.0,1,4
48740,2015,7,24,19,2,24.0,66.45,1002.0,31.0,4.0,0.0,0.0,1,3
48741,2015,7,24,20,2,25.0,74.69,1003.0,30.0,3.0,0.0,0.0,2,4
48742,2015,7,24,21,2,25.0,74.69,1004.0,30.0,7.0,0.0,0.0,1,4
48743,2015,7,24,22,2,26.0,83.94,1004.0,29.0,9.0,0.0,0.0,1,4
48744,2015,7,24,23,2,25.0,79.11,1003.0,29.0,13.0,0.0,0.0,1,4
48745,2015,7,25,0,2,24.0,74.52,1003.0,29.0,17.0,0.0,0.0,1,4
48750,2015,7,25,5,2,25.0,88.86,1003.0,27.0,1.0,0.0,0.0,2,4
48751,2015,7,25,6,2,26.0,88.94,1003.0,28.0,3.0,0.0,0.0,2,4
48752,2015,7,25,7,2,27.0,84.05,1004.0,30.0,2.0,0.0,0.0,2,2
48753,2015,7,25,8,2,27.0,84.05,1004.0,30.0,2.0,0.0,0.0,2,4
48754,2015,7,25,9,2,26.0,70.73,1004.0,32.0,4.0,0.0,0.0,2,4
48755,2015,7,25,10,2,26.0,66.86,1004.0,33.0,6.0,0.0,0.0,2,4
48756,2015,7,25,11,2,27.0,63.45,1004.0,35.0,8.0,0.0,0.0,2,4
48757,2015,7,25,12,2,26.0,59.82,1003.0,35.0,10.0,0.0,0.0,2,4
48758,2015,7,25,13,2,26.0,59.82,1003.0,35.0,13.0,0.0,0.0,3,4
48759,2015,7,25,14,2,26.0,56.62,1002.0,36.0,16.0,0.0,0.0,2,4
48760,2015,7,25,15,2,26.0,59.82,1002.0,35.0,21.0,0.0,0.0,2,4
48761,2015,7,25,16,2,26.0,66.86,1002.0,33.0,5.0,0.0,0.0,2,1
48762,2015,7,25,17,2,26.0,66.86,1002.0,33.0,9.0,0.0,0.0,2,1
48763,2015,7,25,18,2,26.0,74.85,1002.0,31.0,14.0,17.0,17.0,2,1
48764,2015,7,25,19,2,26.0,94.29,1004.0,27.0,4.0,0.0,0.0,2,3
48765,2015,7,25,20,2,26.0,88.94,1004.0,28.0,3.0,0.0,0.0,2,2
48776,2015,7,26,7,2,27.0,89.02,1006.0,29.0,2.0,0.0,0.0,3,4
48777,2015,7,26,8,2,27.0,79.38,1006.0,31.0,4.0,0.0,0.0,3,4
48778,2015,7,26,9,2,26.0,70.73,1006.0,32.0,7.0,0.0,0.0,2,4
48779,2015,7,26,10,2,27.0,70.91,1006.0,33.0,3.0,0.0,0.0,2,3
48780,2015,7,26,11,2,26.0,63.23,1006.0,34.0,3.0,0.0,0.0,1,4
48781,2015,7,26,12,2,25.0,56.38,1006.0,35.0,3.0,0.0,0.0,2,3
48782,2015,7,26,13,2,25.0,53.36,1005.0,36.0,3.0,0.0,0.0,1,4
48783,2015,7,26,14,2,25.0,53.36,1005.0,36.0,7.0,0.0,0.0,1,4
48784,2015,7,26,15,2,24.0,53.11,1005.0,35.0,10.0,0.0,0.0,2,4
48785,2015,7,26,16,2,25.0,56.38,1004.0,35.0,3.0,0.0,0.0,2,3
48786,2015,7,26,17,2,26.0,59.82,1005.0,35.0,7.0,0.0,0.0,2,3
48787,2015,7,26,18,2,26.0,66.86,1005.0,33.0,3.0,0.0,0.0,2,1
48788,2015,7,26,19,2,25.0,63.01,1006.0,33.0,4.0,0.0,0.0,2,2
48789,2015,7,26,20,2,26.0,70.73,1006.0,32.0,9.0,0.0,0.0,2,2
48790,2015,7,26,21,2,27.0,79.38,1007.0,31.0,13.0,0.0,0.0,3,2
48791,2015,7,26,22,2,27.0,79.38,1007.0,31.0,16.0,0.0,0.0,2,2
48800,2015,7,27,7,2,27.0,75.01,1008.0,32.0,6.0,0.0,0.0,2,4
48801,2015,7,27,8,2,28.0,75.17,1008.0,33.0,9.0,0.0,0.0,2,4
48802,2015,7,27,9,2,27.0,67.06,1008.0,34.0,4.0,0.0,0.0,1,3
48803,2015,7,27,10,2,26.0,56.62,1008.0,36.0,4.0,0.0,0.0,1,4
48804,2015,7,27,11,2,25.0,53.36,1008.0,36.0,5.0,0.0,0.0,1,3
48805,2015,7,27,12,2,25.0,53.36,1008.0,36.0,9.0,0.0,0.0,1,3
48806,2015,7,27,13,2,26.0,53.61,1007.0,37.0,5.0,0.0,0.0,2,4
48807,2015,7,27,14,2,26.0,53.61,1007.0,37.0,9.0,0.0,0.0,2,4
48808,2015,7,27,15,2,24.0,47.6,1007.0,37.0,4.0,0.0,0.0,1,3
48809,2015,7,27,16,2,24.0,47.6,1006.0,37.0,3.0,0.0,0.0,2,4
48810,2015,7,27,17,2,23.0,44.82,1006.0,37.0,3.0,0.0,0.0,2,3
48811,2015,7,27,18,2,25.0,53.36,1007.0,36.0,3.0,0.0,0.0,2,4
48812,2015,7,27,19,2,24.0,53.11,1007.0,35.0,5.0,0.0,0.0,2,4
48813,2015,7,27,20,2,26.0,63.23,1007.0,34.0,3.0,0.0,0.0,2,2
48814,2015,7,27,21,2,26.0,63.23,1008.0,34.0,6.0,0.0,0.0,2,2
48815,2015,7,27,22,2,24.0,59.36,1008.0,33.0,9.0,0.0,0.0,2,2
48817,2015,7,28,0,2,26.0,74.85,1008.0,31.0,4.0,0.0,0.0,2,4
48819,2015,7,28,2,2,26.0,74.85,1007.0,31.0,11.0,0.0,0.0,2,4
48820,2015,7,28,3,2,26.0,74.85,1007.0,31.0,13.0,0.0,0.0,1,4
48821,2015,7,28,4,2,26.0,79.25,1007.0,30.0,16.0,0.0,0.0,2,4
48823,2015,7,28,6,2,26.0,79.25,1008.0,30.0,20.0,0.0,0.0,2,4
48824,2015,7,28,7,2,27.0,75.01,1008.0,32.0,22.0,0.0,0.0,2,4
48825,2015,7,28,8,2,27.0,67.06,1009.0,34.0,25.0,0.0,0.0,2,4
48826,2015,7,28,9,2,26.0,63.23,1009.0,34.0,28.0,0.0,0.0,2,4
48827,2015,7,28,10,2,26.0,59.82,1009.0,35.0,4.0,0.0,0.0,2,3
48828,2015,7,28,11,2,24.0,50.27,1008.0,36.0,9.0,0.0,0.0,1,3
48829,2015,7,28,12,2,24.0,50.27,1008.0,36.0,13.0,0.0,0.0,1,3
48830,2015,7,28,13,2,23.0,44.82,1008.0,37.0,18.0,0.0,0.0,1,3
48831,2015,7,28,14,2,24.0,47.6,1007.0,37.0,21.0,0.0,0.0,1,3
48832,2015,7,28,15,2,23.0,42.45,1007.0,38.0,4.0,0.0,0.0,1,4
48833,2015,7,28,16,2,24.0,45.09,1007.0,38.0,7.0,0.0,0.0,1,4
48834,2015,7,28,17,2,23.0,44.82,1006.0,37.0,10.0,0.0,0.0,2,4
48835,2015,7,28,18,2,22.0,44.55,1006.0,36.0,14.0,0.0,0.0,2,4
48836,2015,7,28,19,2,22.0,47.07,1007.0,35.0,17.0,0.0,0.0,2,4
48837,2015,7,28,20,2,24.0,59.36,1007.0,33.0,24.0,0.0,0.0,2,4
48838,2015,7,28,21,2,25.0,63.01,1008.0,33.0,28.0,0.0,0.0,2,4
48839,2015,7,28,22,2,24.0,62.79,1008.0,32.0,31.0,0.0,0.0,2,4
48840,2015,7,28,23,2,24.0,62.79,1008.0,32.0,35.0,0.0,0.0,2,4
48841,2015,7,29,0,2,24.0,66.45,1007.0,31.0,38.0,0.0,0.0,2,4
48842,2015,7,29,1,2,24.0,66.45,1007.0,31.0,42.0,0.0,0.0,2,4
48851,2015,7,29,10,2,26.0,59.82,1009.0,35.0,67.0,0.0,0.0,2,4
48852,2015,7,29,11,2,24.0,47.6,1008.0,37.0,71.0,0.0,0.0,1,4
48853,2015,7,29,12,2,23.0,44.82,1008.0,37.0,75.0,0.0,0.0,2,4
48854,2015,7,29,13,2,23.0,42.45,1007.0,38.0,77.0,0.0,0.0,2,4
48919,2015,8,1,6,2,26.0,83.94,1008.0,29.0,40.0,0.0,0.0,2,2
48920,2015,8,1,7,2,26.0,74.85,1009.0,31.0,2.0,0.0,0.0,2,4
48921,2015,8,1,8,2,26.0,70.73,1009.0,32.0,6.0,0.0,0.0,2,4
48922,2015,8,1,9,2,26.0,63.23,1009.0,34.0,9.0,0.0,0.0,2,4
48923,2015,8,1,10,2,26.0,59.82,1009.0,35.0,12.0,0.0,0.0,2,4
48924,2015,8,1,11,2,24.0,50.27,1009.0,36.0,15.0,0.0,0.0,1,4
48925,2015,8,1,12,2,23.0,44.82,1009.0,37.0,2.0,0.0,0.0,1,5
48926,2015,8,1,13,2,22.0,39.96,1009.0,38.0,4.0,0.0,0.0,2,5
48927,2015,8,1,14,2,22.0,42.18,1008.0,37.0,6.0,0.0,0.0,2,5
48928,2015,8,1,15,2,26.0,56.62,1007.0,36.0,5.0,0.0,0.0,2,1
48929,2015,8,1,16,2,26.0,59.82,1007.0,35.0,12.0,0.6,0.6,2,1
48930,2015,8,1,17,2,28.0,79.52,1007.0,32.0,17.0,0.7,1.3,2,1
48931,2015,8,1,18,2,28.0,84.16,1008.0,31.0,22.0,0.0,0.0,2,1
48932,2015,8,1,19,2,27.0,84.05,1008.0,30.0,26.0,0.0,0.0,2,1
48933,2015,8,1,20,2,27.0,84.05,1008.0,30.0,4.0,0.0,0.0,2,2
48934,2015,8,1,21,2,26.0,79.25,1009.0,30.0,8.0,0.0,0.0,2,2
48935,2015,8,1,22,2,25.0,74.69,1009.0,30.0,12.0,0.0,0.0,2,2
48936,2015,8,1,23,2,26.0,79.25,1009.0,30.0,15.0,0.0,0.0,2,2
48937,2015,8,2,0,2,25.0,74.69,1008.0,30.0,19.0,0.0,0.0,2,2
48938,2015,8,2,1,2,25.0,74.69,1008.0,30.0,23.0,0.0,0.0,2,2
48939,2015,8,2,2,2,25.0,79.11,1008.0,29.0,27.0,0.0,0.0,2,2
48940,2015,8,2,3,2,25.0,79.11,1008.0,29.0,30.0,0.0,0.0,1,2
48941,2015,8,2,4,2,25.0,79.11,1009.0,29.0,33.0,0.0,0.0,2,2
48942,2015,8,2,5,2,26.0,88.94,1009.0,28.0,36.0,0.0,0.0,1,2
48943,2015,8,2,6,2,26.0,83.94,1009.0,29.0,39.0,0.0,0.0,2,2
48944,2015,8,2,7,2,26.0,79.25,1010.0,30.0,42.0,0.0,0.0,2,2
48945,2015,8,2,8,2,26.0,70.73,1010.0,32.0,4.0,0.0,0.0,2,4
48946,2015,8,2,9,2,27.0,67.06,1010.0,34.0,8.0,0.0,0.0,2,4
48947,2015,8,2,10,2,26.0,56.62,1010.0,36.0,12.0,0.0,0.0,2,4
48948,2015,8,2,11,2,26.0,53.61,1009.0,37.0,16.0,0.0,0.0,2,4
48949,2015,8,2,12,2,26.0,53.61,1009.0,37.0,20.0,0.0,0.0,2,4
48950,2015,8,2,13,2,24.0,45.09,1008.0,38.0,25.0,0.0,0.0,2,4
48951,2015,8,2,14,2,26.0,53.61,1007.0,37.0,29.0,0.0,0.0,2,4
48952,2015,8,2,15,2,25.0,50.53,1007.0,37.0,33.0,0.0,0.0,2,4
48953,2015,8,2,16,2,25.0,50.53,1007.0,37.0,37.0,0.0,0.0,2,4
48954,2015,8,2,17,2,24.0,50.27,1007.0,36.0,42.0,0.0,0.0,2,4
48955,2015,8,2,18,2,24.0,50.27,1007.0,36.0,47.0,0.0,0.0,2,4
48956,2015,8,2,19,2,25.0,63.01,1007.0,33.0,6.0,0.0,0.0,2,2
48957,2015,8,2,20,2,25.0,66.66,1007.0,32.0,12.0,0.0,0.0,1,2
48958,2015,8,2,21,2,24.0,66.45,1008.0,31.0,17.0,0.0,0.0,1,2
48959,2015,8,2,22,2,24.0,66.45,1008.0,31.0,22.0,0.0,0.0,1,2
48960,2015,8,2,23,2,25.0,74.69,1008.0,30.0,27.0,0.0,0.0,1,2
48961,2015,8,3,0,2,25.0,79.11,1008.0,29.0,32.0,0.0,0.0,1,2
48962,2015,8,3,1,2,25.0,79.11,1008.0,29.0,36.0,0.0,0.0,1,2
48963,2015,8,3,2,2,25.0,79.11,1008.0,29.0,40.0,0.0,0.0,1,2
48964,2015,8,3,3,2,25.0,79.11,1008.0,29.0,43.0,0.0,0.0,1,2
48965,2015,8,3,4,2,25.0,79.11,1008.0,29.0,46.0,0.0,0.0,1,2
48966,2015,8,3,5,2,25.0,79.11,1008.0,29.0,50.0,0.0,0.0,1,2
48967,2015,8,3,6,2,25.0,79.11,1008.0,29.0,54.0,0.0,0.0,1,2
48968,2015,8,3,7,2,25.0,74.69,1008.0,30.0,58.0,0.0,0.0,1,2
48969,2015,8,3,8,2,26.0,70.73,1008.0,32.0,5.0,0.0,0.0,2,4
48970,2015,8,3,9,2,26.0,63.23,1008.0,34.0,9.0,0.0,0.0,2,4
48971,2015,8,3,10,2,27.0,60.05,1008.0,36.0,13.0,0.0,0.0,2,4
48972,2015,8,3,11,2,27.0,56.86,1008.0,37.0,16.0,0.0,0.0,2,4
48973,2015,8,3,12,2,26.0,53.61,1007.0,37.0,18.0,0.0,0.0,2,4
48974,2015,8,3,13,2,26.0,50.78,1006.0,38.0,22.0,0.0,0.0,2,4
48975,2015,8,3,14,2,26.0,50.78,1006.0,38.0,27.0,0.0,0.0,2,4
48976,2015,8,3,15,2,26.0,50.78,1005.0,38.0,5.0,0.0,0.0,2,2
48977,2015,8,3,16,2,25.0,50.53,1005.0,37.0,6.0,0.0,0.0,2,4
48978,2015,8,3,17,2,24.0,50.27,1005.0,36.0,12.0,0.0,0.0,2,4
48979,2015,8,3,18,2,25.0,56.38,1005.0,35.0,5.0,0.0,0.0,2,2
48980,2015,8,3,19,2,25.0,59.59,1005.0,34.0,10.0,0.0,0.0,2,2
48981,2015,8,3,20,2,24.0,59.36,1005.0,33.0,16.0,0.0,0.0,1,2
48982,2015,8,3,21,2,24.0,62.79,1006.0,32.0,21.0,0.0,0.0,1,2
48983,2015,8,3,22,2,24.0,66.45,1006.0,31.0,26.0,0.0,0.0,1,2
48984,2015,8,3,23,2,25.0,70.54,1006.0,31.0,31.0,0.0,0.0,1,2
48985,2015,8,4,0,2,25.0,74.69,1006.0,30.0,37.0,0.0,0.0,1,2
48986,2015,8,4,1,2,25.0,74.69,1006.0,30.0,43.0,0.0,0.0,1,2
48987,2015,8,4,2,2,24.0,74.52,1006.0,29.0,48.0,0.0,0.0,1,2
48988,2015,8,4,3,2,24.0,74.52,1006.0,29.0,52.0,0.0,0.0,1,2
48989,2015,8,4,4,2,24.0,74.52,1006.0,29.0,56.0,0.0,0.0,1,2
48990,2015,8,4,5,2,24.0,78.97,1006.0,28.0,60.0,0.0,0.0,1,2
48991,2015,8,4,6,2,24.0,74.52,1006.0,29.0,63.0,0.0,0.0,1,2
48992,2015,8,4,7,2,25.0,74.69,1006.0,30.0,67.0,0.0,0.0,2,2
48993,2015,8,4,8,2,25.0,66.66,1007.0,32.0,4.0,0.0,0.0,2,4
48994,2015,8,4,9,2,25.0,59.59,1006.0,34.0,7.0,0.0,0.0,2,4
48995,2015,8,4,10,2,24.0,53.11,1006.0,35.0,10.0,0.0,0.0,2,4
48996,2015,8,4,11,2,22.0,42.18,1006.0,37.0,14.0,0.0,0.0,1,4
48997,2015,8,4,12,2,23.0,42.45,1005.0,38.0,18.0,0.0,0.0,2,4
48998,2015,8,4,13,2,22.0,37.86,1005.0,39.0,22.0,0.0,0.0,2,4
48999,2015,8,4,14,2,22.0,39.96,1004.0,38.0,4.0,0.0,0.0,2,3
49000,2015,8,4,15,2,22.0,37.86,1004.0,39.0,7.0,0.0,0.0,2,3
49001,2015,8,4,16,2,22.0,39.96,1003.0,38.0,11.0,0.0,0.0,2,3
49002,2015,8,4,17,2,25.0,47.86,1003.0,38.0,4.0,0.0,0.0,3,4
49003,2015,8,4,18,2,25.0,53.36,1004.0,36.0,9.0,0.0,0.0,2,4
49004,2015,8,4,19,2,25.0,59.59,1004.0,34.0,5.0,0.0,0.0,2,2
